SampleID,HCOC,HYCA,HYCO,HYOC,HYOS,HYQU,CaptureDay,Seg,Latitude,Longitude,MeanTemp,RangeTemp,MeanQ,StageChange
L07345,0,0,0,0,0,0,152,C3,36.3861,-111.8507,10.99,4.08,332.75,68.78
L07346,0,0,0,0,0,0,151,C3,36.6302,-111.7634,10.60,3.50,332.75,87.69
L07419,0,0,0,0,0,0,161,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L07421,0,0,0,0,0,0,173,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L07422,0,0,0,0,0,0,174,C3,36.7036,-111.7112,10.48,3.33,332.75,82.73
L07423,0,0,0,0,0,0,175,C3,36.4692,-111.8406,10.83,3.84,332.75,80.02
L07433,0,0,0,0,0,0,216,C3,36.6376,-111.7614,10.58,3.48,332.75,87.54
L07434,0,0,0,0,0,0,162,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L07441,0,0,0,0,0,0,176,C3,36.5303,-111.8353,10.75,3.72,332.75,84.61
L07442,0,0,0,0,0,0,177,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L07446,0,0,0,0,0,0,189,C3,36.6304,-111.7634,10.60,3.50,332.75,87.68
L07447,0,0,0,0,0,0,190,C3,36.3677,-111.8882,11.04,4.15,332.75,65.31
L07451,0,0,0,0,0,0,210,C3,36.4694,-111.8407,10.83,3.84,332.75,80.03
L07452,0,0,0,0,0,0,211,C3,36.3691,-111.8893,11.03,4.13,332.75,65.46
L07484,0,0,0,0,0,0,263,C3,36.5154,-111.8474,10.76,3.75,332.75,83.72
L07485,0,0,0,0,0,0,262,C3,36.5154,-111.8474,10.76,3.75,332.75,83.72
L07496,0,0,0,0,0,0,165,C3,36.3867,-111.8502,10.99,4.08,332.75,68.84
L07516,0,0,0,0,0,0,168,C3,36.6815,-111.7392,10.53,3.41,332.75,85.04
L07517,0,0,0,0,0,0,167,C3,36.8651,-111.5864,10.23,3.00,332.75,67.79
L07518,0,0,0,0,0,0,160,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L07519,0,0,0,0,0,0,160,C3,36.8510,-111.5452,10.16,3.01,332.75,66.56
L07520,0,0,0,0,0,0,161,C3,36.9011,-111.5131,10.02,3.08,332.75,67.15
L07521,0,0,0,0,0,0,161,C3,36.8798,-111.5336,10.09,3.04,332.75,66.18
L07562,0,0,0,0,0,0,225,C3,36.7263,-111.6999,10.44,3.28,332.75,79.80
L07564,0,0,0,0,0,0,227,C3,36.4349,-111.8522,10.88,3.91,332.75,76.70
L07665,0,0,0,0,0,0,173,C3,36.2967,-111.8589,11.12,4.26,332.75,56.72
L07667,0,0,0,0,0,0,172,C3,36.3872,-111.8498,10.98,4.06,332.75,68.88
L07681,0,0,0,0,0,0,172,C3,36.6485,-111.7607,10.56,3.46,332.75,87.24
L07683,0,0,0,0,0,0,173,C3,36.5303,-111.8353,10.75,3.72,332.75,84.61
L07684,0,0,0,0,0,0,175,C3,36.2974,-111.8587,11.12,4.26,332.75,56.78
L07690,0,0,0,0,0,0,183,C3,36.6131,-111.7592,10.61,3.53,332.75,87.82
L07699,0,0,0,0,0,0,226,C3,36.4820,-111.8470,10.81,3.82,332.75,81.08
L07703,0,0,0,0,0,0,184,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L07710,0,0,0,0,0,0,169,C3,36.5313,-111.8340,10.73,3.70,332.75,84.67
L07711,0,0,0,0,0,0,168,C3,36.7262,-111.7000,10.44,3.28,332.75,79.82
L07726,0,0,0,0,0,0,172,C3,36.2404,-111.8247,11.21,4.38,332.75,52.07
L07727,0,0,0,0,0,0,171,C3,36.3677,-111.8882,11.04,4.15,332.75,65.31
L07728,0,0,0,0,0,0,170,C3,36.4268,-111.8710,10.90,3.94,332.75,75.30
L07760,0,0,0,0,0,0,179,C3,36.6302,-111.7634,10.60,3.50,332.75,87.69
L07761,0,0,0,0,0,0,180,C3,36.6302,-111.7634,10.60,3.50,332.75,87.69
L07762,0,0,0,0,0,0,180,C3,36.4030,-111.8795,10.93,3.98,332.75,73.11
L07763,0,0,0,0,0,0,181,C3,36.4030,-111.8795,10.93,3.98,332.75,73.11
L07778,0,0,0,0,0,0,265,C3,36.3679,-111.8883,11.03,4.13,332.75,65.32
L07779,0,0,0,0,0,0,264,C3,36.3679,-111.8883,11.03,4.13,332.75,65.32
L07801,0,0,0,0,0,0,228,C3,36.2999,-111.8566,11.12,4.26,332.75,57.07
L07807,0,0,0,0,0,0,209,C3,36.5153,-111.8475,10.76,3.75,332.75,83.72
L07820,0,0,0,0,0,0,188,C3,36.2075,-111.8039,11.25,4.45,332.75,52.02
L07823,0,0,0,0,0,0,185,C3,36.6474,-111.7614,10.58,3.48,332.75,87.28
L07824,0,0,0,0,0,0,184,C3,36.6474,-111.7614,10.58,3.48,332.75,87.28
L07825,0,0,0,0,0,0,183,C3,36.8431,-111.5539,10.18,3.00,332.75,66.81
L07839,0,0,0,0,0,0,187,C3,36.8650,-111.5868,10.23,3.00,332.75,67.80
L07840,0,0,0,0,0,0,189,C3,36.5301,-111.8355,10.75,3.72,332.75,84.59
L07841,0,0,0,0,0,0,188,C3,36.6815,-111.7392,10.53,3.41,332.75,85.04
L07847,0,0,0,0,0,0,191,C3,36.2965,-111.8588,11.12,4.26,332.75,56.70
L07848,0,0,0,0,0,0,190,C3,36.4270,-111.8709,10.90,3.94,332.75,75.31
L07901,0,0,0,0,0,0,189,C3,36.8649,-111.5879,10.23,3.00,332.75,67.82
L07905,0,0,0,0,0,0,192,C3,36.2611,-111.8255,11.19,4.36,332.75,53.04
L07907,0,0,0,0,0,0,253,C3,36.9182,-111.4894,10.22,2.99,332.75,68.36
L07918,0,0,0,0,0,0,217,C3,36.5303,-111.8353,10.75,3.72,332.75,84.61
L07919,0,0,0,0,0,0,216,C3,36.7401,-111.6936,10.42,3.26,332.75,77.78
L07925,0,0,0,0,0,0,219,C3,36.2141,-111.8090,11.24,4.43,332.75,51.79
L07926,0,0,0,0,0,0,218,C3,36.3924,-111.8480,10.98,4.06,332.75,69.43
L07937,0,0,0,0,0,0,198,C3,36.6817,-111.7390,10.53,3.41,332.75,85.02
L07938,0,0,0,0,0,0,200,C3,36.3869,-111.8501,10.98,4.06,332.75,68.85
L07939,0,0,0,0,0,0,201,C3,36.2964,-111.8588,11.12,4.26,332.75,56.69
L07981,0,0,0,0,0,0,219,C3,36.3867,-111.8502,10.99,4.08,332.75,68.84
L07984,0,0,0,0,0,0,218,C3,36.5185,-111.8462,10.76,3.75,332.75,83.88
L07985,0,0,0,0,0,0,216,C3,36.8650,-111.5866,10.23,3.00,332.75,67.79
L08001,0,0,0,0,0,0,197,C3,36.6482,-111.7610,10.56,3.46,332.75,87.25
L08054,0,0,0,0,0,0,262,C3,36.8642,-111.5900,10.23,3.00,332.75,67.87
L08055,0,0,0,0,0,0,263,C3,36.6383,-111.7614,10.58,3.48,332.75,87.53
L08079,0,0,0,0,0,0,217,C3,36.3118,-111.8643,11.11,4.24,332.75,58.61
L08103,0,0,0,0,0,0,203,C3,36.3679,-111.8883,11.03,4.13,332.75,65.32
L08104,0,0,0,0,0,0,202,C3,36.3679,-111.8883,11.03,4.13,332.75,65.32
L08105,0,0,0,0,0,0,202,C3,36.5182,-111.8462,10.76,3.75,332.75,83.87
L08106,0,0,0,0,0,0,201,C3,36.5182,-111.8462,10.76,3.75,332.75,83.87
L08107,0,0,0,0,0,0,201,C3,36.6865,-111.7350,10.51,3.38,332.75,84.66
L08173,0,0,0,0,0,0,264,C3,36.4031,-111.8794,10.93,3.98,332.75,73.13
L08174,0,0,0,0,0,0,263,C3,36.4031,-111.8794,10.93,3.98,332.75,73.13
L08181,0,0,0,0,0,0,235,C3,36.5938,-111.7723,10.65,3.58,332.75,87.64
L08285,0,0,0,0,0,0,279,C3,36.2952,-111.8578,11.14,4.29,332.75,56.55
L08290,0,0,0,0,0,0,253,C3,36.6519,-111.7546,10.56,3.46,332.75,87.01
L08375,0,0,0,0,0,0,252,C3,36.8434,-111.5486,10.18,3.00,332.75,66.73
L08464,0,0,0,0,0,0,269,C3,36.2965,-111.8588,11.12,4.26,332.75,56.70
L08465,0,0,0,0,0,0,268,C3,36.3866,-111.8503,10.99,4.08,332.75,68.82
L08466,0,0,0,0,0,0,267,C3,36.5159,-111.8471,10.76,3.75,332.75,83.75
L08467,0,0,0,0,0,0,266,C3,36.6482,-111.7610,10.56,3.46,332.75,87.25
L08748,0,0,0,0,0,0,284,C3,36.3014,-111.8556,11.12,4.26,332.75,57.24
L01817,0,0,0,0,0,0,58,C4,35.7706,-113.3695,13.57,7.98,363.76,54.86
L01822,0,0,0,0,0,0,61,C4,35.7706,-113.3695,13.57,7.98,363.76,54.86
L01824,0,0,0,0,1,0,62,C4,35.7706,-113.3695,13.57,7.98,363.76,54.86
L01825,0,0,0,0,0,0,63,C4,35.7706,-113.3695,13.57,7.98,363.76,54.86
L01826,0,0,0,0,0,0,78,C4,36.3475,-112.4552,12.33,5.97,348.61,69.29
L01827,0,0,0,0,0,0,74,C4,36.1059,-112.1524,11.74,5.14,348.61,72.47
L01828,0,0,0,0,0,0,71,C4,36.0666,-111.8878,11.47,4.76,348.61,63.94
L01838,0,0,0,0,0,0,172,C4,36.1418,-113.2021,13.10,7.12,363.76,67.04
L01839,0,0,0,0,0,0,88,C4,35.8140,-113.3297,13.52,7.88,363.76,55.99
L01840,0,0,0,0,0,0,164,C4,36.1509,-111.8152,11.32,4.54,348.61,56.06
L01841,0,0,0,0,0,0,87,C4,35.9888,-113.3408,13.34,7.52,363.76,60.81
L01842,0,0,0,0,0,0,78,C4,36.0875,-111.8642,11.43,4.70,348.61,61.78
L01848,0,0,0,0,0,0,3,C4,36.2582,-112.9197,12.84,6.69,363.76,74.97
L01850,0,0,0,0,0,0,7,C4,36.1446,-113.2007,13.09,7.10,363.76,67.13
L01853,0,0,0,0,0,0,5,C4,36.1446,-113.2007,13.09,7.10,363.76,67.13
L01979,0,0,0,0,0,0,82,C4,36.2786,-112.8759,12.78,6.62,363.76,75.17
L01982,0,0,0,0,0,0,210,C4,35.7508,-113.4195,13.61,8.06,363.76,54.86
L01983,0,0,0,0,0,0,211,C4,36.1314,-113.9464,14.01,8.88,363.76,54.86
L01987,0,0,0,0,0,0,64,C4,35.7706,-113.3695,13.57,7.98,363.76,54.86
L02069,0,0,0,0,2,0,83,C4,36.3915,-112.5221,12.41,6.09,348.61,67.03
L02070,0,0,0,0,0,0,80,C4,36.1082,-112.2251,11.81,5.24,348.61,73.16
L02085,0,0,0,0,0,0,127,C4,36.3418,-112.6797,12.56,6.31,348.61,69.67
L02163,0,0,0,0,0,0,208,C4,36.3416,-112.6811,12.56,6.31,348.61,69.71
L02208,0,0,0,0,0,0,204,C4,36.3922,-112.5234,12.41,6.09,348.61,67.01
L02223,0,0,0,0,0,0,11,C4,35.8560,-113.6640,13.85,8.56,363.76,54.86
L02289,0,0,0,0,0,0,157,C4,35.8544,-113.6628,13.85,8.56,363.76,54.86
L02529,0,0,0,0,0,0,317,C4,36.1010,-112.0838,11.67,5.05,348.61,71.94
L02822,0,0,0,0,0,0,123,C4,36.1059,-112.1524,11.74,5.14,348.61,72.47
L02922,0,0,0,0,0,0,65,C4,36.1116,-111.8290,11.36,4.61,348.61,57.94
L02924,0,0,0,0,0,0,128,C4,36.0979,-112.1808,11.77,5.18,348.61,72.55
L02939,0,0,0,0,0,0,70,C4,35.8582,-113.6652,13.85,8.56,363.76,54.86
L02940,0,0,0,0,0,0,69,C4,35.7517,-113.4264,13.61,8.06,363.76,54.86
L02973,0,0,0,0,0,0,126,C4,36.1804,-111.8138,11.29,4.49,348.61,53.87
L02974,0,0,0,0,0,0,127,C4,36.0520,-111.9030,11.49,4.79,348.61,64.76
L02996,0,0,0,0,0,0,1,C4,36.3370,-112.4560,12.33,5.97,348.61,69.65
L03080,0,0,0,0,0,0,77,C4,35.8549,-113.6631,13.85,8.56,363.76,54.86
L03084,0,0,0,0,0,0,76,C4,35.7624,-113.3782,13.57,7.98,363.76,54.86
L03085,0,0,0,0,0,0,73,C4,36.3019,-112.7861,12.70,6.50,363.76,73.52
L03086,0,0,0,0,0,0,72,C4,36.3454,-112.7247,12.61,6.37,348.61,71.39
L03087,0,0,0,0,0,0,69,C4,36.2397,-112.4741,12.17,5.75,348.61,75.95
L03088,0,0,0,0,0,0,67,C4,36.0997,-112.1109,11.69,5.07,348.61,72.33
L03090,0,0,0,0,0,0,66,C4,36.1010,-112.0836,11.67,5.05,348.61,71.94
L03091,0,0,0,0,3,0,70,C4,36.3697,-112.4683,12.35,6.01,348.61,68.42
L03092,0,0,0,0,0,0,68,C4,36.1795,-112.3092,11.92,5.39,348.61,75.68
L03093,0,0,0,0,0,0,75,C4,36.0929,-113.3227,13.23,7.34,363.76,63.60
L03129,0,0,0,0,0,0,120,C4,36.0875,-111.8645,11.43,4.70,348.61,61.80
L03177,0,0,0,0,0,0,65,C4,36.0891,-113.2548,13.18,7.25,363.76,65.02
L03181,0,0,0,0,0,0,8,C4,35.9687,-113.3174,13.36,7.56,363.76,60.09
L03184,0,0,0,0,0,0,10,C4,35.7566,-113.4470,13.64,8.11,363.76,54.86
L03186,0,0,0,0,2,0,67,C4,35.7653,-113.3753,13.57,7.98,363.76,54.86
L03208,0,0,0,0,0,0,60,C4,35.7706,-113.3695,13.57,7.98,363.76,54.86
L03245,0,0,0,0,0,0,2,C4,36.3994,-112.5670,12.44,6.13,348.61,66.64
L03246,0,0,0,0,0,0,6,C4,36.1446,-113.2007,13.09,7.10,363.76,67.13
L03248,0,0,0,0,1,0,158,C4,36.0531,-113.8620,14.01,8.88,363.76,54.86
L03249,0,0,0,0,1,0,155,C4,35.7704,-113.3696,13.57,7.98,363.76,54.86
L03251,0,0,0,0,0,0,57,C4,36.0809,-112.0329,11.61,4.96,348.61,70.35
L03253,0,0,0,0,0,0,60,C4,36.2369,-112.3482,11.99,5.50,348.61,77.34
L03255,0,0,0,0,0,0,63,C4,36.3013,-112.7869,12.70,6.50,363.76,73.54
L03256,0,0,0,0,0,0,66,C4,35.9703,-113.3182,13.36,7.56,363.76,60.13
L03258,0,0,0,0,0,0,71,C4,36.1266,-113.9727,14.01,8.88,363.76,54.86
L03259,0,0,0,0,3,0,173,C4,35.8839,-113.3097,13.45,7.73,363.76,57.75
L03262,0,0,0,0,0,0,64,C4,36.2348,-112.9688,12.88,6.75,363.76,74.49
L03263,0,0,0,0,0,0,68,C4,35.8225,-113.5707,13.75,8.34,363.76,54.86
L03264,0,0,0,0,0,0,6,C4,36.0833,-111.8778,11.43,4.70,348.61,62.69
L03266,0,0,0,0,0,0,54,C4,36.1508,-111.8152,11.32,4.54,348.61,56.07
L03267,0,0,0,0,0,0,168,C4,36.2829,-112.5040,12.25,5.87,348.61,71.53
L03269,0,0,0,0,0,0,85,C4,36.2347,-112.9691,12.88,6.75,363.76,74.49
L03270,0,0,0,0,0,0,86,C4,36.0895,-113.2539,13.18,7.25,363.76,65.04
L03271,0,0,0,0,0,0,171,C4,36.2787,-112.8757,12.78,6.62,363.76,75.17
L03272,0,0,0,0,0,0,170,C4,36.3538,-112.7035,12.59,6.35,348.61,70.71
L03273,0,0,0,0,0,0,169,C4,36.3882,-112.5074,12.40,6.07,348.61,67.31
L03276,0,0,0,0,0,0,20,C4,36.1509,-111.8152,11.32,4.54,348.61,56.06
L03284,0,0,0,0,1,0,81,C4,36.2429,-112.3581,12.01,5.52,348.61,77.60
L03285,0,0,0,0,0,0,21,C4,36.1509,-111.8152,11.32,4.54,348.61,56.06
L03286,0,0,0,0,0,0,23,C4,36.1509,-111.8152,11.32,4.54,348.61,56.06
L03291,0,0,0,0,0,0,20,C4,36.1373,-111.8171,11.33,4.56,348.61,56.87
L03292,0,0,0,0,0,0,21,C4,36.0665,-111.8897,11.47,4.76,348.61,64.01
L03293,0,0,0,0,0,0,22,C4,36.0971,-112.1984,11.78,5.20,348.61,72.68
L03294,0,0,0,0,0,0,23,C4,36.2293,-112.3384,11.98,5.48,348.61,77.02
L03295,0,0,0,0,0,0,24,C4,36.3687,-112.4665,12.35,6.01,348.61,68.48
L03296,0,0,0,0,0,0,25,C4,36.3746,-112.6500,12.52,6.25,348.61,68.14
L03297,0,0,0,0,0,0,26,C4,36.1988,-113.0801,12.99,6.92,363.76,71.56
L03299,0,0,0,0,0,0,30,C4,35.8544,-113.6628,13.85,8.56,363.76,54.86
L03300,0,0,0,0,0,0,29,C4,35.7760,-113.3580,13.56,7.96,363.76,54.98
L03305,0,0,0,0,0,0,117,C4,36.3471,-112.4551,12.33,5.97,348.61,69.30
L03306,0,0,0,0,0,0,27,C4,36.1988,-113.0801,12.99,6.92,363.76,71.56
L03307,0,0,0,0,0,0,59,C4,36.0996,-112.2085,11.78,5.20,348.61,72.81
L03309,0,0,0,0,0,0,55,C4,36.0875,-111.8647,11.43,4.70,348.61,61.82
L03310,0,0,0,0,0,0,53,C4,36.1508,-111.8152,11.32,4.54,348.61,56.07
L03315,0,0,0,0,0,0,216,C4,36.2335,-112.3400,11.99,5.50,348.61,77.13
L03319,0,0,0,0,1,0,80,C4,36.3239,-112.7564,12.66,6.44,348.61,72.85
L03323,0,0,0,0,0,0,57,C4,36.1010,-112.0836,11.67,5.05,348.61,71.94
L03324,0,0,0,0,0,0,58,C4,36.3918,-112.6274,12.50,6.21,348.61,67.33
L03325,0,0,0,0,0,0,64,C4,35.7759,-113.3583,12.22,5.83,348.61,72.97
L03326,0,0,0,0,0,0,59,C4,36.3918,-112.6274,12.50,6.21,348.61,67.33
L03327,0,0,0,0,0,0,61,C4,36.2791,-112.8748,12.78,6.62,363.76,75.17
L03329,0,0,0,0,0,0,56,C4,36.1010,-112.0836,11.67,5.05,348.61,71.94
L03330,0,0,0,0,0,0,165,C4,36.0839,-112.0416,11.63,4.98,348.61,70.66
L03332,0,0,0,0,0,0,167,C4,36.2428,-112.3579,12.01,5.52,348.61,77.60
L03339,0,0,0,0,0,0,161,C4,36.3914,-112.5217,12.41,6.09,348.61,67.04
L03342,0,0,0,0,0,0,206,C4,36.2571,-112.8948,12.81,6.65,363.76,75.10
L03344,0,0,0,0,0,0,192,C4,35.8246,-113.6473,13.82,8.49,363.76,54.86
L03351,0,0,0,0,0,0,159,C4,36.1351,-111.8177,11.33,4.56,348.61,56.98
L03352,0,0,0,0,0,0,162,C4,36.2341,-113.0237,12.92,6.81,363.76,73.46
L03353,0,0,0,0,0,0,160,C4,36.2277,-112.4570,12.14,5.71,348.61,76.63
L03354,0,0,0,0,0,0,138,C4,36.1386,-111.8168,11.33,4.56,348.61,56.80
L03355,0,0,0,0,0,0,140,C4,36.3917,-112.5225,12.41,6.09,348.61,67.03
L03360,0,0,0,0,0,0,95,C4,36.0665,-111.8899,11.47,4.76,348.61,64.01
L03362,0,0,0,0,2,0,76,C4,35.7567,-113.4471,13.64,8.11,363.76,54.86
L03363,0,0,0,0,0,0,77,C4,35.8233,-113.6462,13.82,8.49,363.76,54.86
L03364,0,0,0,0,0,0,78,C4,36.0922,-113.9056,14.01,8.88,363.76,54.86
L03365,0,0,0,0,1,0,75,C4,35.7674,-113.3723,13.57,7.98,363.76,54.86
L03366,0,0,0,0,2,0,101,C4,35.8430,-113.6556,13.84,8.54,363.76,54.86
L03367,0,0,0,0,0,0,102,C4,36.0529,-113.8602,14.01,8.88,363.76,54.86
L03368,0,0,0,0,0,0,149,C4,35.7733,-113.5222,13.68,8.21,363.76,54.86
L03369,0,0,0,0,0,0,100,C4,35.7675,-113.5134,13.68,8.21,363.76,54.86
L03370,0,0,0,0,0,0,87,C4,35.7567,-113.4471,13.64,8.11,363.76,54.86
L03378,0,0,0,0,0,0,87,C4,36.2828,-112.5042,12.25,5.87,348.61,71.53
L03379,0,0,0,0,0,0,92,C4,36.2385,-113.0131,12.92,6.81,363.76,73.72
L03380,0,0,0,0,0,0,93,C4,36.0920,-113.2660,13.18,7.25,363.76,64.80
L03383,0,0,0,0,0,0,85,C4,36.2376,-112.3451,11.99,5.50,348.61,77.28
L03384,0,0,0,0,0,0,81,C4,36.0873,-111.8627,11.43,4.70,348.61,61.70
L03385,0,0,0,0,0,0,84,C4,36.1085,-112.2254,11.81,5.24,348.61,73.17
L03386,0,0,0,0,0,0,88,C4,36.3889,-112.5132,12.40,6.07,348.61,67.20
L03387,0,0,0,0,0,0,89,C4,36.3488,-112.7149,12.59,6.35,348.61,71.09
L03392,0,0,0,0,0,0,82,C4,36.0665,-111.8894,11.47,4.76,348.61,63.99
L03414,0,0,0,0,0,0,101,C4,36.1709,-111.8126,11.30,4.52,348.61,54.60
L03415,0,0,0,0,0,0,100,C4,36.1709,-111.8126,11.30,4.52,348.61,54.60
L03421,0,0,0,0,0,0,168,C4,36.3876,-112.6423,12.51,6.23,348.61,67.68
L03423,0,0,0,0,0,0,100,C4,36.3915,-112.5221,12.41,6.09,348.61,67.03
L03424,0,0,0,0,0,0,102,C4,36.2576,-112.8939,12.81,6.65,363.76,75.11
L03425,0,0,0,0,1,0,103,C4,36.1414,-113.2024,13.10,7.12,363.76,67.03
L03426,0,0,0,0,0,0,185,C4,36.0838,-112.0413,11.63,4.98,348.61,70.65
L03432,0,0,0,0,0,0,175,C4,35.8842,-113.3096,13.45,7.73,363.76,57.76
L03437,0,0,0,0,0,0,125,C4,36.3982,-112.5353,12.42,6.11,348.61,66.81
L03438,0,0,0,0,0,0,126,C4,36.3017,-112.7864,12.70,6.50,363.76,73.52
L03442,0,0,0,0,0,0,121,C4,36.1341,-112.2421,11.84,5.29,348.61,74.02
L03443,0,0,0,0,1,0,119,C4,36.1806,-111.8138,11.29,4.49,348.61,53.85
L03446,0,0,0,0,0,0,120,C4,36.0462,-111.9080,11.51,4.81,348.61,65.13
L03458,0,0,0,0,0,0,100,C4,36.0936,-113.3220,13.23,7.34,363.76,63.62
L03459,0,0,0,0,0,0,98,C4,36.2906,-112.7893,12.72,6.52,363.76,73.80
L03460,0,0,0,0,0,0,97,C4,36.3287,-112.4627,12.31,5.95,348.61,69.98
L03461,0,0,0,0,0,0,95,C4,36.1072,-112.2240,11.80,5.22,348.61,73.13
L03462,0,0,0,0,0,0,94,C4,36.0875,-111.8647,11.43,4.70,348.61,61.82
L03467,0,0,0,0,1,0,99,C4,36.1991,-113.0787,12.99,6.92,363.76,71.60
L03468,0,0,0,0,0,0,101,C4,35.8317,-113.3258,13.50,7.83,363.76,56.46
L03469,0,0,0,0,0,0,102,C4,35.8251,-113.5735,13.75,8.34,363.76,54.86
L03470,0,0,0,0,1,0,132,C4,35.7865,-113.3439,13.55,7.93,363.76,55.32
L03471,0,0,0,0,0,0,131,C4,35.9347,-113.3254,13.40,7.63,363.76,59.19
L03472,0,0,0,0,1,0,128,C4,36.2549,-112.5271,12.21,5.81,348.61,73.43
L03473,0,0,0,0,0,0,127,C4,36.2093,-112.4552,12.12,5.69,348.61,76.94
L03474,0,0,0,0,0,0,126,C4,36.0971,-112.1992,11.78,5.20,348.61,72.69
L03475,0,0,0,0,0,0,125,C4,36.1008,-112.0828,11.67,5.05,348.61,71.92
L03476,0,0,0,0,0,0,124,C4,36.0825,-112.0388,11.63,4.98,348.61,70.55
L03497,0,0,0,0,0,0,117,C4,36.2850,-112.7927,12.72,6.52,363.76,73.96
L03498,0,0,0,0,1,0,116,C4,36.3879,-112.6418,12.51,6.23,348.61,67.66
L03499,0,0,0,0,0,0,115,C4,36.3912,-112.5211,12.41,6.09,348.61,67.05
L03500,0,0,0,0,0,0,114,C4,36.3638,-112.4612,12.35,6.01,348.61,68.69
L03501,0,0,0,0,0,0,113,C4,36.3368,-112.4562,12.33,5.97,348.61,69.65
L03502,0,0,0,0,1,0,112,C4,36.2130,-112.4243,12.08,5.62,348.61,77.91
L03503,0,0,0,0,0,0,111,C4,36.1059,-112.1528,11.74,5.14,348.61,72.47
L03504,0,0,0,0,3,0,110,C4,36.0474,-111.9043,11.49,4.79,348.61,64.96
L03509,0,0,0,0,0,0,146,C4,36.2352,-112.9971,12.91,6.79,363.76,74.05
L03510,0,0,0,0,0,0,157,C4,36.1026,-111.8298,11.38,4.63,348.61,58.58
L03511,0,0,0,0,0,0,147,C4,35.8138,-113.3297,13.52,7.88,363.76,55.99
L03515,0,0,0,0,2,0,119,C4,35.9020,-113.3237,13.43,7.68,363.76,58.30
L03516,0,0,0,0,0,0,118,C4,36.1705,-113.1258,13.03,6.99,363.76,69.81
L03522,0,0,0,0,0,0,139,C4,36.1083,-112.2252,11.81,5.24,348.61,73.17
L03524,0,0,0,0,0,0,140,C4,36.2235,-112.4556,12.14,5.71,348.61,76.73
L03525,0,0,0,0,0,0,138,C4,36.0844,-112.0426,11.63,4.98,348.61,70.69
L03526,0,0,0,0,1,0,137,C4,36.1076,-111.8264,11.36,4.61,348.61,58.19
L03532,0,0,0,0,0,0,146,C4,35.8333,-113.3270,13.50,7.83,363.76,56.50
L03534,0,0,0,0,0,0,144,C4,36.1948,-113.0887,12.99,6.92,363.76,71.28
L03535,0,0,0,0,0,0,143,C4,36.2978,-112.7890,12.70,6.50,363.76,73.63
L03536,0,0,0,0,0,0,141,C4,36.3476,-112.4552,12.34,5.99,348.61,69.28
L03537,0,0,0,0,0,0,104,C4,36.1707,-111.8124,11.30,4.52,348.61,54.62
L03539,0,0,0,0,0,0,106,C4,36.2332,-112.3399,11.99,5.50,348.61,77.12
L03549,0,0,0,0,0,0,119,C4,36.2274,-113.0375,12.93,6.83,363.76,73.09
L03550,0,0,0,0,10,0,121,C4,35.7759,-113.3583,13.56,7.96,363.76,54.97
L03554,0,0,0,0,0,0,108,C4,36.0811,-111.8768,11.44,4.72,348.61,62.84
L03555,0,0,0,0,0,0,109,C4,36.0825,-112.0390,11.63,4.98,348.61,70.56
L03556,0,0,0,0,1,0,110,C4,36.1022,-112.1629,11.75,5.16,348.61,72.49
L03557,0,0,0,0,0,0,111,C4,36.1346,-112.2442,11.84,5.29,348.61,74.07
L03558,0,0,0,0,0,0,112,C4,36.2423,-112.3571,12.01,5.52,348.61,77.58
L03559,0,0,0,0,0,0,113,C4,36.2395,-112.4714,12.17,5.75,348.61,76.04
L03560,0,0,0,0,0,0,115,C4,36.3436,-112.4548,12.33,5.97,348.61,69.42
L03562,0,0,0,0,0,0,116,C4,36.3888,-112.5128,12.40,6.07,348.61,67.21
L03563,0,0,0,0,0,0,117,C4,36.3471,-112.7223,12.61,6.37,348.61,71.30
L03564,0,0,0,0,0,0,118,C4,36.3015,-112.7867,12.70,6.50,363.76,73.53
L03565,0,0,0,0,0,0,168,C4,36.1010,-112.0836,11.67,5.05,348.61,71.94
L03566,0,0,0,0,0,0,169,C4,36.1165,-112.2301,11.81,5.24,348.61,73.41
L03571,0,0,0,0,0,0,108,C4,36.1062,-112.1469,11.74,5.14,348.61,72.47
L03572,0,0,0,0,0,0,105,C4,36.1393,-111.8165,11.33,4.56,348.61,56.76
L03573,0,0,0,0,0,0,111,C4,36.2828,-112.5042,12.25,5.87,348.61,71.53
L03574,0,0,0,0,0,0,110,C4,36.2125,-112.4243,12.08,5.62,348.61,77.90
L03575,0,0,0,0,0,0,114,C4,36.3472,-112.7220,12.61,6.37,348.61,71.29
L03576,0,0,0,0,0,0,116,C4,36.2129,-113.0494,12.96,6.88,363.76,72.55
L03577,0,0,0,0,0,0,166,C4,35.8055,-113.3332,13.52,7.88,363.76,55.79
L03581,0,0,0,0,0,0,115,C4,36.2791,-112.8750,12.78,6.62,363.76,75.17
L03583,0,0,0,0,0,0,107,C4,36.0872,-112.0503,11.64,5.01,348.61,70.95
L03586,0,0,0,0,2,0,113,C4,36.3694,-112.6505,12.52,6.25,348.61,68.31
